Call_Date,Complaint,ID,Product,Resolution_Description,Resolved_Ontime,Provider,Minutes_On_Phone,Severity,Failure_Type,Customer_Type
8/23/2013,"Agent was rude.  Caller was talking to agent & agent wasn't responding. Agent kept typing hello opr, hello opr to her mother.",205,Certificate of Deposit,Explained agents must Relay everything heard.  Spoke w/customer and customer satisfied w/resolution.  Reviewed w/CA.,No,TeleSynch,19,Low,Credit Services,Reseller
8/25/2013,"CA dialed wrong nbr.  Customer charged by call and was charged unnecessarily.  When customer repeated the nbr they had wished to dial, it was the same nbr showing on the screen that the CA had dialed.  Customer stated that the nbr that scrolled across the screen ws the correct nbr.  However, the wrong nbr was reached.  Customer requested contact by Jeff, whom they have spoken w/before.",206,Checking Accounts,Spoke w/customer thru Relay and advised about immediate credit procedure.  Reviewed w/CA.,Yes,Conversys,29,Medium,Banking Services,OEM
8/25/2013,"CA dialed wrong nbr.  Customer charged by call and was charged unnecessarily.  When customer repeated the nbr they had wished to dial, it was the same nbr showing on the screen that the CA had dialed.  Customer stated that the nbr that scrolled across the screen ws the correct nbr.  However, the wrong nbr was reached.  Customer requested contact by Jeff, whom they have spoken w/before.",206,Checking Accounts,Spoke w/customer thru Relay and advised about immediate credit procedure.  Reviewed w/CA.,Yes,TeleSynch,29,Medium,Banking Services,OEM
8/26/2013,VCO customer upset that CA dialed wrong nbr and customer was charged for call.  CA should have realized she made a mistake after customer hit spacebar.  Said CA typed nbr corectly but dialed it wrong.,207,Account Relationship Packages,Apologized to customer for inconvenience & understood frustration.  Told customer that all this info would be relayed to team leader.  Followed up w/CA and stated that the nbr given was the nbr she dialed.  Didn't know if interruption resulted in misdial.,Yes,Conversys,33,Low,Banking Services,Reseller
8/26/2013,TTY user reports that collect calls cannot be completed to her nbr.  She called from MI thru IL Relay and the collect call to her nbr could not be completed because Relay heard a recording that the nbr did not accept collect calls.  She was able to complete call when she requested Relay use 800 ATT Collect.  Friends/family have tried to call her collect and same problem occurred.  Customer contacted her local telephone co and they advised there is not a collect block on her nbr.  LD carrier is Madison Telephone.  Entered TT#04179353.  Customer requests contact from AM regarding tech comments.,208,Certificate of Deposit,Tech could not duplicate problem.  Customer is restricted from incoming & outgoing calls on Sprint Network due to insufficient billing info.  Either customer would need to set up billing info or they need to have everyone calling collect to specifiy this is a collect call and the carrier to use for the call.,Yes,Conversys,53,Medium,Credit Services,Institutional
8/26/2013,VCO customer upset that CA dialed wrong nbr and customer was charged for call.  CA should have realized she made a mistake after customer hit spacebar.  Said CA typed nbr corectly but dialed it wrong.,207,Account Relationship Packages,Apologized to customer for inconvenience & understood frustration.  Told customer that all this info would be relayed to team leader.  Followed up w/CA and stated that the nbr given was the nbr she dialed.  Didn't know if interruption resulted in misdial.,Yes,TeleSynch,33,Low,Banking Services,Reseller
8/26/2013,TTY user reports that collect calls cannot be completed to her nbr.  She called from MI thru IL Relay and the collect call to her nbr could not be completed because Relay heard a recording that the nbr did not accept collect calls.  She was able to complete call when she requested Relay use 800 ATT Collect.  Friends/family have tried to call her collect and same problem occurred.  Customer contacted her local telephone co and they advised there is not a collect block on her nbr.  LD carrier is Madison Telephone.  Entered TT#04179353.  Customer requests contact from AM regarding tech comments.,208,Certificate of Deposit,Tech could not duplicate problem.  Customer is restricted from incoming & outgoing calls on Sprint Network due to insufficient billing info.  Either customer would need to set up billing info or they need to have everyone calling collect to specifiy this is a collect call and the carrier to use for the call.,Yes,TeleSynch,53,Medium,Credit Services,Institutional
8/27/2013,Customer refused to tell lead complaint.  Wants complaint form mailed to him.,209,Account Relationship Packages,No mailable complaint forms.  Sent letter to customer w/explanation of complaint process.,No,Conversys,21,Medium,Credit Services,Institutional
8/27/2013,Customer refused to tell lead complaint.  Wants complaint form mailed to him.,209,Account Relationship Packages,No mailable complaint forms.  Sent letter to customer w/explanation of complaint process.,No,TeleSynch,21,Medium,Credit Services,Institutional
8/31/2013,"Customer says agent was breathing heavy on the phone.  Customer asked if agent had cold or asthma and received snotty response of ""I cannot talk to you"".  Customer says no reason for rudeness and agent should not have been breathing into phone like that in first place.  CS told customer that the complaint would be passed on to agent's supe.",210,Overdraft Protection services,Agent said she told caller that Relay cannot be involved in conversation - to try to remain transparent.,Yes,Performacall,49,High,Banking Services,OEM
7/3/2014,"Individual placed a call to customer thru Relay.  Customer answered & said VCO GA.  Customer waited for long time and then voiced for person to hang up and call back thru Relay if they had not done so.  At that point, agent put the call through.  Thanked her for the info and informed her that it would be given to her supe.",211,Certificate of Deposit,"Coached agent on procedure, agent knew of error on her part.",Yes,Performacall,27,Low,Banking Services,Government
7/3/2014,"Customer says she was told by AM to type nbr she is calling to, to the agent & then voice the rest.  Customer says she called IL Relay and got agent 6115M.  Customer is branded VCO and verballly told the agent she will type the nbr to dial and will voice the rest.  She then typed the nbr and customer says she never got any other response from agent.  She says she continually asked him if he could hear her, if he got the nbr - no response.  Then she asked for his supe and got an SK.  CS apologized and thanked customer for calling.",212,Account Relationship Packages,Reviewed proper VCO procedures w/agent.,Yes,Performacall,57,Low,Credit Services,Direct
7/4/2014,Customer complained about agent dialing wrong nbr.  Customer asked to speak to supe and agent hung up.  Supe thanked customer & said he would follow up w/agent.,213,Credit Services,"Supe reviewed situation w/agent and agent was at fault in that customer had given agent correct nbr but agent dialed wrong nbr.  Customer hung up on agent, not agent on customer.  Agent coached.",Yes,Metricom,22,Medium,Banking Services,Institutional
7/6/2014,"Caller is upset that CA keeps asking for ""nbr you are calling pls"" when TTY had typed nbr many times.",214,Overdraft Protection services,Apologized for the trouble and explained to caller that the CA had not received a complete dial to nbr and was following procedure by asking to have it repeated.  Caller gave nbr again and this time it was all there and clear.  CA continued call.,Yes,Metricom,46,Low,Banking Services,Direct
7/7/2014,"VCO user complained that opr was nasty & rude, making decisions for user.",215,Credit Services,"Apologized for customer's frustration and attempted to clarify problem.  Was unable to obtain further clarification.  From observation, appeared to be misunderstanding of when CA should type.  This stemmed from inconsistent customer use of GA.  VCO user said no one is interested in hearing GA.  Both users acknowledged that some CA's interpret ""uh huh"" as GA and some don't.  At least once this prompted a long pause while CA was waiting for more to be typed.  Asked VCO user if she wanted follow up and did not receive a definite answer and no info was provided for follow up.  CA did good job of not getting involved, a good job of maintaining Transparency and composure, and typing everything that she heard.",Yes,Conversys,10,Medium,Credit Services,Direct
7/7/2014,"Customer says she instructed agent that she wanted to leave a msg if they connected to an ans mach.  The agent dialed out, announced the ans mach and began to type msg.  The agent told customer she redialed to leave customer msg.  Customer asked agent if she use the ans mach redial button so there would not be a charge and the agent told her no she just redialed.  CS empathized w/customer's frustration and told her the complaint would be passed on so agent would be coached.",216,Account Relationship Packages,Coached CA on the importance of always reading CDB notes.  She should have used CRTL A when redialing.  This new CA is now familiar w/CTRL A.,Yes,Metricom,40,Medium,Credit Services,Reseller
7/7/2014,"VCO user complained that opr was nasty & rude, making decisions for user.",215,Credit Services,"Apologized for customer's frustration and attempted to clarify problem.  Was unable to obtain further clarification.  From observation, appeared to be misunderstanding of when CA should type.  This stemmed from inconsistent customer use of GA.  VCO user said no one is interested in hearing GA.  Both users acknowledged that some CA's interpret ""uh huh"" as GA and some don't.  At least once this prompted a long pause while CA was waiting for more to be typed.  Asked VCO user if she wanted follow up and did not receive a definite answer and no info was provided for follow up.  CA did good job of not getting involved, a good job of maintaining Transparency and composure, and typing everything that she heard.",Yes,TeleSynch,10,Medium,Credit Services,Direct
7/8/2013,Customer placed a personal phone call and was having an argument w/the OB and customer stated that the opr interceded in the conversation and gave their opinion.  Customer upset that opr became involved in conversation.,217,Account Relationship Packages,CA no longer employed.,Yes,Conversys,15,Low,Credit Services,Government
7/8/2013,Customer placed a personal phone call and was having an argument w/the OB and customer stated that the opr interceded in the conversation and gave their opinion.  Customer upset that opr became involved in conversation.,217,Account Relationship Packages,CA no longer employed.,Yes,TeleSynch,15,Low,Credit Services,Government
7/16/2013,Agent hung up on me in middle of call.  Thanked customer for letting us know & apologized - assuring agent would be spoken to.,218,Overdraft Protection services,Spoke w/CA and CA did not recall anything of that like & there were no technical problems that may have caused a disconnect.  She was coached regarding importance of issue.,Yes,Conversys,13,Medium,Banking Services,Direct
7/16/2013,Agent hung up on me in middle of call.  Thanked customer for letting us know & apologized - assuring agent would be spoken to.,218,Overdraft Protection services,Spoke w/CA and CA did not recall anything of that like & there were no technical problems that may have caused a disconnect.  She was coached regarding importance of issue.,Yes,TeleSynch,13,Medium,Banking Services,Direct
7/17/2013,CA took a call where the TTY user requested ans mach retrieval.  CA entered phone nbr and it was busy.  CA did not beep for assistance until TTY asked for supe.  Apologized for CA & proceeded the call accordingly.,219,Credit Services,CA coached on AMR procedure.,No,Performacall,29,High,Banking Services,OEM
7/17/2013,"Customer typed the calling to nbr.  Area code came across as IPP & agent did not clarify nbr, just used IB's area code which was wrong.",220,Account Relationship Packages,"Apologized for problem & coached CA on always getting clarification if # or info isn't clear.  Also coached agent because, even though customer didn't formally complain about this, it is in her CDB notes not to type ans mach msg.  Agent had started to type ans mach msg.  Will bring to immediate supe's attention.",No,Performacall,19,Medium,Credit Services,Direct
7/20/2013,"VCO upset that CA did not follow caller's instructions when calling 800 nbr and did not get a supe immediately when requested.  CA also misdialed nbr.  When checking w/CA, CA was unaware of requests.  Confirmed that nbr VCO wanted was correct nbr dialed by CA.  CA did admit she did not do a REG 800 to access local 800 when initial recording was reached.",221,Credit Services,Apologized to VCO caller and asked if they would like a different CA to place the call or if they would like the CA to redial to 800 nbr.  They requested different CA which took over call and completed w/o incident.  Talked w/CA 1629 about when to use the REG 800 key when dialing a toll free nbr.,No,Conversys,47,Low,Credit Services,OEM
7/20/2013,Agent was rude and insensitive.  When asked to repeat what agent had just said - was told by agent that she could not do that and everything she said will be typed.,222,Credit Services,CA followed proper procedures.,No,Conversys,33,Low,Credit Services,OEM
7/20/2013,"VCO upset that CA did not follow caller's instructions when calling 800 nbr and did not get a supe immediately when requested.  CA also misdialed nbr.  When checking w/CA, CA was unaware of requests.  Confirmed that nbr VCO wanted was correct nbr dialed by CA.  CA did admit she did not do a REG 800 to access local 800 when initial recording was reached.",221,Credit Services,Apologized to VCO caller and asked if they would like a different CA to place the call or if they would like the CA to redial to 800 nbr.  They requested different CA which took over call and completed w/o incident.  Talked w/CA 1629 about when to use the REG 800 key when dialing a toll free nbr.,No,TeleSynch,47,Low,Credit Services,OEM
7/20/2013,Agent was rude and insensitive.  When asked to repeat what agent had just said - was told by agent that she could not do that and everything she said will be typed.,222,Credit Services,CA followed proper procedures.,No,TeleSynch,33,Low,Credit Services,OEM
7/25/2013,"Issues:  1)  Customer stated that her friends were trying to call her and CA informed them the line was busy when that should not have been the case.  2) When customer's friends would call 711, they would hear fax tones.  3)  When customer dials 800 nbr - her call is immediately answered but when she calls 711 - there is a delay in answering.",223,Account Relationship Packages,"Resolutions, respectively:  1)  Traffic had been heavy & new trunk line had been recently installed.  Explained that callers could receive ""all circuits busy"" when line was tied up w/traffic.  2)  Customer's friends are infrequent or inexperienced users of Relay and they call from work on phones that are probably unbranded, resulting in ASCII search which would explain Fax (TTY) tones.  3)  Customer's phone is branded so it must be a tech problem. The problem must be caused by the local phone co. and customer will need to contact them because of the way they have 711 calls being connected to relay.  If the equipment is old it may not be possible to fix.",Yes,Conversys,27,Medium,Credit Services,Direct
7/25/2013,"Issues:  1)  Customer stated that her friends were trying to call her and CA informed them the line was busy when that should not have been the case.  2) When customer's friends would call 711, they would hear fax tones.  3)  When customer dials 800 nbr - her call is immediately answered but when she calls 711 - there is a delay in answering.",223,Account Relationship Packages,"Resolutions, respectively:  1)  Traffic had been heavy & new trunk line had been recently installed.  Explained that callers could receive ""all circuits busy"" when line was tied up w/traffic.  2)  Customer's friends are infrequent or inexperienced users of Relay and they call from work on phones that are probably unbranded, resulting in ASCII search which would explain Fax (TTY) tones.  3)  Customer's phone is branded so it must be a tech problem. The problem must be caused by the local phone co. and customer will need to contact them because of the way they have 711 calls being connected to relay.  If the equipment is old it may not be possible to fix.",Yes,TeleSynch,27,Medium,Credit Services,Direct
7/27/2013,"Voice user asked agent to call DA for them.  Agent called TTY DA & was trying to process the call normally, but this was unsatisfactory to customer.  Agent was following voice user's instructions.  Voice user wanted Relay to keep other user's nbrs on file.  Informed caller that Relay does not have access to other user's nbrs.",224,Checking Accounts,Reviewed FD nbrs setup procedure w/supe & CA.,No,Conversys,57,Low,Banking Services,Government
7/27/2013,"Voice user asked agent to call DA for them.  Agent called TTY DA & was trying to process the call normally, but this was unsatisfactory to customer.  Agent was following voice user's instructions.  Voice user wanted Relay to keep other user's nbrs on file.  Informed caller that Relay does not have access to other user's nbrs.",224,Checking Accounts,Reviewed FD nbrs setup procedure w/supe & CA.,No,TeleSynch,57,Low,Banking Services,Government
7/27/2013,VCO customer states that when she asks if CA's have read her notes they either don't answer or take forever to answer her. One of her instructions is if it 's an answering machine to just type beep ga. This CA sis that but the machine timed out before entire msg was left. CA accidently sent the wrong macro instead of typing ans mach timed out before entire msg was left. Apologized for the frustration and confusion. Customer wants follow up.,225,Checking Accounts,AM talked with customer and she was satified that we followed up,No,Conversys,17,Low,Credit Services,Direct
7/27/2013,VCO customer states that when she asks if CA's have read her notes they either don't answer or take forever to answer her. One of her instructions is if it 's an answering machine to just type beep ga. This CA sis that but the machine timed out before entire msg was left. CA accidently sent the wrong macro instead of typing ans mach timed out before entire msg was left. Apologized for the frustration and confusion. Customer wants follow up.,225,Checking Accounts,AM talked with customer and she was satified that we followed up,No,TeleSynch,17,Low,Credit Services,Direct
6/1/2013,VCO user upset that earlier today today CA hung up in middle of her call to her sister.  Her sister got a dial tone & the VCO user got nothing.  Customer would like a follow up.,226,Overdraft Protection services,Apologized for trouble & assured customer that info would be passed to appropriate ctr.  Ctr had experienced technical difficulties and all calls were dropped.  Techs were immediately notified and problem was resolved.,No,Conversys,52,Medium,Banking Services,OEM
6/1/2013,VCO user upset that earlier today today CA hung up in middle of her call to her sister.  Her sister got a dial tone & the VCO user got nothing.  Customer would like a follow up.,226,Overdraft Protection services,Apologized for trouble & assured customer that info would be passed to appropriate ctr.  Ctr had experienced technical difficulties and all calls were dropped.  Techs were immediately notified and problem was resolved.,No,TeleSynch,52,Medium,Banking Services,OEM
6/2/2013,Could not reach IL Relay nbr and 711 was busy.,227,Account Relationship Packages,CS apologized and explained to caller that Ameritech was having a major problem w/their lines that was affecting certain areas nationwide.  Informed caller that Ameritech was aware of problem and working to correct it per info received in Sprint Relay CS.,Yes,Conversys,45,Medium,Banking Services,Direct
6/2/2013,Could not reach IL Relay nbr and 711 was busy.,228,Credit Services,CS apologized and explained to caller that Ameritech was having a major problem w/their lines that was affecting certain areas nationwide.  Informed caller that Ameritech was aware of problem and working to correct it per info received in Sprint Relay CS.,Yes,Conversys,56,Low,Banking Services,Direct
6/2/2013,"TTY user indicated that the CA had disconnected them, but when I went over there, the call had just dropped in w/TTY user requesting a supe.  (TTY user may have wrong CA nbr?)",229,Certificate of Deposit,Apologized to TTY user and asked if they would like CA to place call for them and call was processed.  Followed up w/CA and call had just dropped in (CA just started shift).  Apparently customer had wrong CA nbr.,No,Conversys,41,Medium,Credit Services,Direct
6/2/2013,Customer is unable to reach IL Relay - never gets answer.,230,Certificate of Deposit,Thanked customer for calling and informed problems w/Ameritech customers not being able to dial 800 nbrs.  Suggested she try 711.  Aware of problem and being worked on.,Yes,Conversys,51,Low,Credit Services,Government
6/2/2013,Could not reach IL Relay nbr and 711 was busy.,227,Account Relationship Packages,CS apologized and explained to caller that Ameritech was having a major problem w/their lines that was affecting certain areas nationwide.  Informed caller that Ameritech was aware of problem and working to correct it per info received in Sprint Relay CS.,Yes,TeleSynch,45,Medium,Banking Services,Direct
6/2/2013,Could not reach IL Relay nbr and 711 was busy.,228,Credit Services,CS apologized and explained to caller that Ameritech was having a major problem w/their lines that was affecting certain areas nationwide.  Informed caller that Ameritech was aware of problem and working to correct it per info received in Sprint Relay CS.,Yes,TeleSynch,56,Low,Banking Services,Direct
6/2/2013,"TTY user indicated that the CA had disconnected them, but when I went over there, the call had just dropped in w/TTY user requesting a supe.  (TTY user may have wrong CA nbr?)",229,Certificate of Deposit,Apologized to TTY user and asked if they would like CA to place call for them and call was processed.  Followed up w/CA and call had just dropped in (CA just started shift).  Apparently customer had wrong CA nbr.,No,TeleSynch,41,Medium,Credit Services,Direct
6/4/2013,VCO customer was upset because she said she asked the CA if they have read her DB notes and they don't respond. She aslo asked this CA for a sup and she did not get a sup so VCO user hung up and called back in to file complaint.  Team Lead apologized to the customer for the frustration this was causing her and would document her complaint so that the agent would be coached in this area.  Then had the new CA place the call she wanted.,231,Certificate of Deposit,"Team Lead spoke with agent about this situation. CA remembers VCO asking her to read the notes, she responded yes notes read and the call then went thru. CA said VCO did not ask for a sup.",No,Performacall,14,Medium,Credit Services,Direct
6/4/2013,Customer was upset that she received no response from a CA regarding if CA had read her customer notes. Took a long time for the CA to respond. Stated that about 95% of CA does not read her notes or does it incorrectly. Wanted to know if the CA was new. Apologized for the inconvenience it may have cause her. I explained that as soon as the call came in this Ca was experiencing computer glitches that prevent CA from typing.,232,Certificate of Deposit,I was assisting this CA in correcting the computer. I checked the screen and it indicated the Ca had responded to her question. I then offered her to continue with the call. She immediately gave the number.,Yes,Performacall,46,High,Credit Services,Reseller
6/5/2013,Customer complained that since their tty machine may have been damaged by her nieces and newphews dropping it they are unsure of how it transmitts across the agents screen. This agent acted impatient and typed super slow to rub it in like the agent did have much time attitude. Sup apologized to the customer and took a note and it was transmitted no problem at end user but would notify the SD ctr.,233,Certificate of Deposit,This was not an agent error. Related to the customers tty.,Yes,Performacall,23,Low,Banking Services,Direct
6/7/2013,Customer was very upset at all the techinical problems this CA was having. Outbound customers could not hear CA at all. Caller tried a few times dialing out and outbound could not hear CA.  The call was taken over and it went fine.,235,Overdraft Protection services,Team Lead assisted with this call and it was a tech issue involving the station that would not dial out. Station has since been referred to the tech. CA did what she could to get this call to go through.,No,Metricom,43,Low,Credit Services,Government
6/7/2013,VCO customer was upset that CA would not tell her what the voice person sounded like. VCO user asked after the call was done.,236,Certificate of Deposit,Explained that the CA had followed proper procedures in not discussing the tone once the call has ended.  Also explained that if CA ia sure of the tone during the call it is included in the call. VCO customer would like this policy reviewed so she can know the tone of the people she's talking to.,No,Metricom,39,Low,Credit Services,Direct
6/7/2013,Customer was upset because the outbound could not hear CA. Customer asked for sup and I took over the call and the call was processed just fine with no problems. CA had informed the customer that person could not hear the CA.  Customer was upset. The trainer entered a trouble ticket.,234,Credit Services,Not able to follow up with customer - no name was given.,Yes,Performacall,33,Medium,Credit Services,Reseller
6/7/2013,"VCO customer was very upset that the gov't number she dialed rang 10X with no answer. She told CA she knew the business was open and to redial. CA redialed and reached a recording stating the office was closed and to try later. CA informed VCO and VCO customer said would not repeat the number because CA already had the number. she said CA should have kept redialing. I apologized for any inconvience. VCO said CA did redial when asked but she could tell CA didn't like doing it. VCO said she should have kept redialing because that is what ""normal"" people do.",237,Credit Services,After questioning the VCO customer and the CA I was able to determine CA followed proper procedures. I told the VCO customer her concerns would be documente. She asked for an agent change and continued her calls.,Yes,Metricom,54,Low,Credit Services,Institutional
6/7/2013,"VCO person was extremely rude towards all CA's saying that they didn't follow directions. VCO kept yelling, relay mgmt got on and said abuse will not be allowed. VCO continued to be very abusive. VCO finally disconnect but not before using profanity.",238,Checking Accounts,Not able to follow up with customer - no name was given.,Yes,Metricom,55,Medium,Credit Services,Direct
6/14/2013,VCO customer said she made a call to IL relay and before she reached me she got agent 4774 and got a greeting that said Relay Center 4774 GA instead of the standard greeting with F or M. Also customer inbound number did not appear to the relay agent. CS rep thanked the cusotmer for calling and explained that it was a tech problem and I would enter a TT to the tech. TT # 04371198,239,Account Relationship Packages,Tech closed out TT saying at the time of the customer's complaint work was being done on a domain server which caused a disruption in the LAN. All work has now been completed.,Yes,Metricom,10,High,Banking Services,Direct
6/18/2013,TTY customer said that this agent hung up on him and he wanted to make another call.  Apologized to the customer and thanked him for the info. Informed the customer that all the info would be written down and forwarded to the sup.,240,Credit Services,CA coached on not to hang up on customers. CA states that he did not hang up on the customer and it could have been a tech issue.,No,Conversys,38,Medium,Credit Services,OEM
6/17/2013,VCO customer was complaining that agents were interrupting her in the middle of her conversations and always having garbling problems. While talking with this customer we had problems with her typing while the CS rep was. CS rep suggested that the customer contact the TDD company and check with them about the garbling. Customer did not want to do that again. while in the middle of talking with this customer  we lost communication. CS rep responded several times but customer could not receive the info and eventually disconnected. These issues seem to be related to equipment problems not agent issues.,241,Account Relationship Packages,Spoke with CA and she said there was lots of garbling from the tty caller and then the customer disconnected.,No,Conversys,51,High,Banking Services,Reseller
6/17/2013,Cutomer notes indicated that the CA type beep after the ans mach was finished playing. CA was unclear when to send the GA so did not send it after typing beep. Customer was unsure when to start the message. After the message was left the CA sent GA. Customer was upset that the CA did not send the GA right away and waited until after the message was left. Informed the customer that the incident would be documented and the CA would be informed of the proper procedure.,242,Account Relationship Packages,Instructed the CA to type GA after beep when instructed to type beep.,No,Conversys,28,High,Credit Services,Direct
6/20/2013,"Customer said that the CA did not type ""hello Ga"" after the voice person was on the line. Customer also had a complaint about another CA from a different relay for the same thing. They were upset and said the voice person hung up because they did not understand why there was no response from the VCO user. Said that the issue would be documented and the CA would be informed of the proper procedure.",243,Certificate of Deposit,Attempted to contact the customer on two separate occasions and could not reach them. CA typed how the phone was answered not hello ga. No further action possible.,Yes,Performacall,58,Medium,Banking Services,Direct
6/22/2013,Customer is upset because he is still receiving the message that his Long Distance service has been discontinued. Customer expressed that he has been working with the AM and the phone company for 2 yrs. Apologized to the customer and explained that we can usual can put the call through if we know the long distance carrier. Customer expressed talking with AM again.,244,Overdraft Protection services,AM attempted several times to reach customer. 11/20/01 Am talked with customer that LEC has a problem with ANI (number indentification not able to be forwarded to Sprint Network. We agreed that we set up with Engineer from LEC and Sprint to investigate this problem. Customer is satisfied with our work.,No,Conversys,54,Medium,Credit Services,OEM
6/22/2013,"Customer stated that this agent had very, very, very long pauses between callers typed GA and the response time. Caller believes CA was waiting for the GA before starting to voice the message. Customer noticed this is a problem that has been happening more frequently. He would like training to review this with all agents. Customer also does not like the Caller ID message that is sent across his screen and wanted to know if hearing people were getting the same message. He would like this message removed. Explained to him that the state chooses this feature and we are unable to remove it on an individual basis and also explained that CA would be coached accordingly. Thanked him and apologized for the inconviences he experienced.",245,Account Relationship Packages,CA was waiting for the tty to get ahead before reading the message. CA understands that it is good to wait a little but not to wait to long to read the message which disrupts the call.,No,Performacall,58,High,Banking Services,Direct
6/23/2013,Customer reports having troubles reaching the person she's been dialing. She had been trying for 3 hours and the agent keep telling her the phone company lines are busy. Customer wanted the sup to call phone company and address this.,246,Certificate of Deposit,Apologized to the customer for the frustration she must be feeling and offered to place the call again and did recieve a fast busy. Explained that we could not place a call to the phone company but let her know that if she wanted to call them then we could place that call through relay with her. Customer accepted this then wanted to make a new call which worked fine. Then customer wanted to try the 1st number again and reached a fast busy ..redialed and reached a regular busy which the difference was explained to the customer which they seemed to accept. No further issue.,Yes,Conversys,27,Medium,Credit Services,Reseller
6/27/2013,Customer said the agent was verbably molesting her daughter. I assured her that it would be reported. She accepted my apology.,247,Certificate of Deposit,CA 4356 doesn't exist.,Yes,Conversys,31,High,Banking Services,Institutional
6/28/2013,"Agent reached a recording giving new area code and agent typed the entire message at the end of the recording the phone rang 3 times, beep, beep, busy signal. Customer thought the agent redialed the number without letting the customer know.",248,Credit Services,Apologized to the customer and tried calling myself and got the same thing. Not an agent error.,No,Conversys,42,Low,Credit Services,Direct
6/28/2013,VCO customer's complaint is that she suspects that the agents are not reading her notes even after she asks if they have. Thanked the caller for taking the time to let us know about this.,249,Checking Accounts,10/30/01 - 1:30p - talked with customer that agent was approached and read the notes. She understands and satisfied.,No,Conversys,30,Low,Credit Services,Direct
6/28/2013,VCO user was upset because her notes states if ans mach just type (beep) ga. She said she received (bbep) but not ga. I looked up at the screen and the CA did give (beep) GA. I apologized and told her I understand how that can be frustrating. I told her that CA did give the GA. I wasn't sure why it didn't print on her screen. I told her I would make a TT so our tech could look into it. TT# 04429174,250,Certificate of Deposit,Talked with customer and she understands the procedure. Satisfied.,Yes,Conversys,35,Low,Credit Services,Government
6/27/2013,VCO customer was very upset that CA did not follow her instructions which was not to type recordings. Apologized to the customer for the inconvience  and told the customer the CA's sup would meet with her to discuss the situation. Customer was satified with that and requested another CA which was done.,251,Account Relationship Packages,Talked with CA and explained the importance of reading and following customer's notes. CA is aware and will be more careful in the future.,Yes,Performacall,13,Low,Credit Services,Direct
11/25/2013,Customer states that she asked the agent to get her DA for CA and instead the agent dialed DA for IL area code. She hung up on agent and called RCS. Apologized for the problem and assured that we would turn in the complaint so that it could be investigated further and thanked the customer for letting us know.,252,Credit Services,Coached on correct procedures,Yes,Metricom,52,Medium,Banking Services,OEM
11/26/2013,Customer reports that all tdd to tdd calls he receives are normal but when he receives or places a relay call the typing reads backwards from left to right instead of the other way around and is also very fast. I placed a test call to him and customer reported that the typing was wrong way. I advised that this was likely a setting on his tty that could be changed to make it read the way he wanted it to. Also the fast rate of typing sounded like the TC feature. I advised him that it could be turned off. I provided him the manufacturer pho nbr but he thought a past CS rep could adjust something on our end to fix it. Found no documentation supporting that and suggested he contact the manufacturer if not to call me back. He insisted I test call tty to tty.  I was the only one in office and told him that he stated his tty to tty calls were fine so that he needed to contact the manufactorer. He became upset that I suggested he do that. I told him I could open a tt for tech to check it and that I would forward this to the AM. The tech was in the office at the time and he was able to demonstrate on one of our tty how you can change the direction of type so I felt confident that the manufacturer could help him.,253,Certificate of Deposit,1/9/02 no answer    1/10 Talked with customer and asked him to directly call me. Helped with testing  calls and his tty still has a problem with our relay call. Checked with tech about the equipment and he is satisfied.,Yes,Conversys,44,Low,Credit Services,Direct
7/11/2014,"VCO user calls complaining that some jerk connected her to a recording msg she has never received before when the was trying to call this nbr. Customer says she had discussed this with AM before and that he know whats going on. Checked that there was no restrictions I asked exactly what the recording said. Customer was unable to remember so I offered to call and check for her. Recording was for options to connect to the company she wanted. Helped customer to connect to other co's CS and they were unsure why she was having problems but referred her to repair. Customer was continuously berated, cursed and threatened their CS. Once the call was transferred to repair customer continued the same behavior. Repair rep informed  her they would have to disconnect in order to check the problem. i am putting the complaint at the customer's request but the agent was from what I can tell not at fault as I received the same recording.",254,Checking Accounts,There is no number given on this form so no follow up possible.,Yes,Conversys,46,Medium,Banking Services,Direct
7/11/2014,TTY customer called in to report that his children cannot reach him using 800 nbr and wanted a test call. He was very concerned cuz there had been a death in the family. The note did have the wrong 800 nbr. I called customer using relay and was able to connect 2 times as well as direct 2 or 3 times Customer reported the typing was backwards and reset his tty for left to right. He also asked if we had him set for ASCII which we do not. He complaint the agents type 300 wpm and too fast. I offered t call one of his children to let them know a msg but customer did not give me any nbrs. I explained he can tell the agent to slow typing  and requested 2 SD agents to do so on line with customer which neither could get the system to slow down. I called again to test the slow typing speed function and again agent was unable to use this function. I explained to customer that there was apparently some problem with the system so I was unable to demonstrate the function to him and try it but am sending him info on the CDB for his use. Customer feels his kids not being able to connect to him is a relay issue and nothing is wrong with his machine. I told hhim I would ask the techs at relay to check it out and also suggested he contact his tty co to have his machine checked as well.,255,Credit Services,`Talked with customer and told him that I tested and called him with my other tty via relay. It states the same problems. It is his tty problem. He will check with the company.,Yes,Performacall,47,Medium,Banking Services,OEM
